"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"17/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2200";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2300";"";"";"";"";"";"";"";"";"";""
